civilians,militants_terrorists_insurgents,security_forces,total_number_of_people,district,report_date,state_full,svmlabel1,objecttype,verb
1,0,0,1,kanker,10/28/2010,,civilian,person,killed
5,0,3,8,bandipora,10/28/2010,Jammu and Kashmir,civilian,person,injured
4,0,0,4,baramulla,10/28/2010,Jammu and Kashmir,civilian,person,injured
0,1,0,1,ranchi,10/28/2010,Jharkhand,civilian,person,arrested
0,1,0,1,ramgarh,10/28/2010,Jharkhand,terrorist,person,arrested
0,0,0,0,west tripura,10/28/2010,,terrorist,person,surrendered
0,2,0,2,chatra,10/29/2010,Jharkhand,terrorist,person,killed
1,0,0,1,srinagar,10/29/2010,Jammu and Kashmir,civilian,person,arrested
0,1,0,1,sundargarh,10/29/2010,Orissa,terrorist,person,surrendered
0,1,0,1,mumbai,10/29/2010,,civilian,person,arrested
0,1,0,1,imphal west,10/30/2010,Manipur,terrorist,person,arrested
0,1,0,1,imphal west,10/30/2010,Manipur,terrorist,person,arrested
0,2,0,2,imphal east,10/30/2010,Manipur,terrorist,person,arrested
,,1,1,kishtwar,10/30/2010,Jammu and Kashmir,security,person,killed
0,2,0,2,nagaon,10/30/2010,Assam,terrorist,person,arrested
500,0,0,500,bongaigaon,10/30/2010,Assam,civilian,person,injured
0,0,1,1,bijapur,11/1/2010,,security,person,killed
0,1,0,1,baramulla,11/1/2010,Jammu and Kashmir,terrorist,person,killed
0,6,0,6,gaya,11/1/2010,Bihar,terrorist,person,arrested
0,1,0,1,aurangabad,11/1/2010,Bihar,terrorist,person,killed
0,1,0,1,khunti,11/1/2010,Jharkhand,terrorist,person,arrested
0,4,0,4,khunti,11/1/2010,Jharkhand,terrorist,person,arrested
0,1,0,1,imphal west,11/1/2010,Manipur,terrorist,person,arrested
0,2,0,2,churachandpur,11/1/2010,Manipur,terrorist,person,arrested
0,4,0,4,kulgam,11/2/2010,Jammu and Kashmir,terrorist,person,killed
0,0,0,0,kulgam,11/2/2010,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,shopian,11/2/2010,Jammu and Kashmir,terrorist,person,arrested
0,2,0,2,kupwara,11/2/2010,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,shopian,11/2/2010,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,ukhrul,11/2/2010,Manipur,terrorist,person,arrested
0,2,0,2,bishnupur,11/2/2010,Manipur,terrorist,person,arrested
0,1,0,1,kupwara,11/3/2010,Jammu and Kashmir,civilian,person,arrested
0,2,0,2,shopian,11/3/2010,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,shopian,11/3/2010,Jammu and Kashmir,terrorist,person,killed
1,0,0,1,bangalore,11/3/2010,,civilian,person,killed
0,4,0,4,malkangiri,11/4/2010,Orissa,terrorist,person,killed
0,1,0,1,imphal west,11/4/2010,Manipur,terrorist,person,arrested
1,1,0,1,ajmer,11/4/2010,Rajasthan,civilian,person,arrested
2,0,0,2,rajnandgaon,11/6/2010,,civilian,person,killed
2,0,0,2,banka,11/6/2010,Bihar,civilian,person,killed
2,,,2,banka,11/6/2010,Bihar,civilian,person,injured
1,0,0,1,west midnapore,11/6/2010,West Bengal,civilian,person,killed
0,0,17,17,west midnapore,11/6/2010,West Bengal,security,person,injured
,2,,2,thoubal,11/6/2010,Manipur,terrorist,person,arrested
0,4,0,4,gajapati,11/6/2010,Orissa,terrorist,person,arrested
1,0,0,1,godhra,11/6/2010,,civilian,person,arrested
2,0,0,2,west midnapore,11/8/2010,West Bengal,civilian,person,killed
,1,,1,gaya,11/8/2010,Bihar,civilian,person,killed
1,0,0,1,bishnupur,11/8/2010,Manipur,terrorist,person,injured
3,0,0,3,west midnapore,11/9/2010,West Bengal,civilian,person,killed
2,0,0,2,nabarangpur,11/9/2010,Orissa,civilian,person,killed
0,4,0,4,sundergarh,11/9/2010,Orissa,terrorist,person,arrested
0,2,0,2,keonjhar,11/9/2010,Orissa,terrorist,person,arrested
,2,,2,koraput,11/9/2010,Orissa,public,person,arrested
0,2,0,2,kupwara,11/9/2010,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,keonjhar,11/10/2010,Orissa,terrorist,person,arrested
0,1,0,1,west midnapore,11/10/2010,West Bengal,terrorist,person,arrested
0,0,2,2,baramulla,11/11/2010,Jammu and Kashmir,security,person,killed
3,,,3,kokrajhar,11/11/2010,Assam,civilian,person,injured
0,1,0,1,sonitpur,11/11/2010,Assam,terrorist,person,arrested
0,2,0,2,patna,11/11/2010,Bihar,terrorist,person,arrested
0,1,0,1,west midnapore,11/12/2010,West Bengal,terrorist,person,arrested
,1,,1,khammam,11/12/2010,Andhra Pradesh,terrorist,person,arrested
0,3,0,3,warangal,11/12/2010,Andhra Pradesh,terrorist,person,arrested
0,1,0,1,palamu,11/12/2010,Jharkhand,terrorist,person,arrested
0,1,0,1,bishnupur,11/12/2010,Manipur,terrorist,person,arrested
0,1,0,1,thoubal,11/12/2010,Manipur,civilian,person,surrendered
0,1,0,1,mon,11/12/2010,Nagaland,terrorist,person,arrested
0,1,1,2,baramulla,11/13/2010,Jammu and Kashmir,terrorist,person,killed
54,1,0,55,west midnapore,11/13/2010,West Bengal,civilian,person,arrested
0,2,0,2,ukhrul,11/13/2010,Manipur,terrorist,person,arrested
0,2,0,2,thoubal,11/13/2010,Manipur,terrorist,person,arrested
0,1,0,1,rohtas,11/14/2010,Bihar,terrorist,person,killed
0,1,0,1,kishtwar,11/15/2010,Jammu and Kashmir,terrorist,person,arrested
0,3,0,3,koraput,11/15/2010,Orissa,terrorist,person,arrested
0,1,0,1,imphal west,11/15/2010,Manipur,terrorist,person,arrested
1,0,0,1,malkangiri,11/16/2010,Orissa,civilian,person,killed
0,1,0,1,malkangiri,11/16/2010,Orissa,civilian,person,killed
0,1,0,1,imphal east,11/16/2010,Manipur,terrorist,person,arrested
1,1,0,1,imphal west,11/16/2010,Manipur,civilian,person,arrested
0,1,0,1,doda,11/16/2010,,civilian,person,arrested
0,0,7,7,jammu,11/16/2010,Jammu and Kashmir,security,person,killed
,,7,7,jammu,11/16/2010,Jammu and Kashmir,security,person,killed
0,1,0,1,gajapati,11/17/2010,Orissa,civilian,person,surrendered
,1,,1,imphal west,11/17/2010,Manipur,terrorist,person,arrested
0,1,0,1,imphal west,11/17/2010,Manipur,terrorist,person,arrested
0,2,0,2,imphal west,11/17/2010,Manipur,civilian,person,arrested
0,1,0,1,munger,11/17/2010,Bihar,civilian,person,arrested
0,0,0,0,lakhisarai,11/17/2010,Bihar,terrorist,person,arrested
0,1,0,1,kishtwar,11/17/2010,Jammu and Kashmir,civilian,person,arrested
0,0,0,228,jammu,11/17/2010,Jammu and Kashmir,security,person,killed
39,0,66,105,jammu,11/17/2010,Jammu and Kashmir,security,person,killed
39,0,66,105,jammu,11/17/2010,Jammu and Kashmir,civilian,person,killed
2,0,0,2,south garo hills,11/18/2010,Meghalaya,civilian,person,killed
0,2,0,2,ukhrul,11/18/2010,Manipur,terrorist,person,arrested
0,2,0,2,thoubal,11/18/2010,Manipur,terrorist,person,arrested
,2,,2,imphal east,11/18/2010,Manipur,security,person,arrested
0,1,0,1,imphal west,11/18/2010,Manipur,terrorist,person,arrested
0,2,0,2,gaya,11/18/2010,Bihar,terrorist,person,arrested
0,1,0,1,murshidabad,11/18/2010,West Bengal,terrorist,person,arrested
0,1,0,1,murshidabad,11/18/2010,West Bengal,civilian,person,arrested
,1,,1,dhanbad,11/19/2010,Jharkhand,terrorist,person,arrested
,1,,1,imphal west,11/19/2010,Manipur,terrorist,person,killed
,2,,2,imphal east,11/19/2010,Manipur,terrorist,person,arrested
0,1,0,1,imphal east,11/19/2010,Manipur,terrorist,person,arrested
0,1,0,1,mumbai,11/19/2010,,terrorist,person,arrested
0,0,1,1,srinagar,11/20/2010,Jammu and Kashmir,civilian,person,injured
0,1,0,1,kulgam,11/20/2010,Jammu and Kashmir,civilian,person,arrested
0,1,0,1,kishtwar,11/20/2010,Jammu and Kashmir,civilian,person,arrested
0,1,0,1,imphal east,11/20/2010,Manipur,terrorist,person,arrested
0,1,0,1,ukhrul,11/20/2010,Manipur,terrorist,person,arrested
0,2,0,2,imphal west,11/20/2010,Manipur,terrorist,person,arrested
0,1,0,1,haridwar,11/20/2010,,civilian,person,arrested
,1,,1,mumbai,11/20/2010,,terrorist,person,arrested
11,0,0,11,aurangabad,11/22/2010,Bihar,civilian,person,injured
0,0,0,2,gaya,11/22/2010,Bihar,security,person,killed
9,,2,11,gaya,11/22/2010,Bihar,civilian,person,injured
0,6,0,6,rohtas,11/22/2010,Bihar,terrorist,person,arrested
2,0,0,2,west midnapore,11/22/2010,West Bengal,terrorist,person,killed
0,1,0,1,bankura,11/22/2010,West Bengal,terrorist,person,arrested
0,1,0,1,purulia,11/22/2010,West Bengal,civilian,person,arrested
,2,,2,vishakhapatnam,11/22/2010,Andhra Pradesh,terrorist,person,killed
0,3,0,3,dimapur,11/22/2010,Nagaland,terrorist,person,arrested
0,1,0,1,jajpur,11/22/2010,Orissa,civilian,person,surrendered
0,2,0,2,mumbai,11/22/2010,,civilian,person,arrested
0,2,0,2,purulia,11/23/2010,West Bengal,terrorist,person,arrested
0,0,1,1,bijapur,11/23/2010,,terrorist,person,killed
0,0,2,2,poonch,11/23/2010,Jammu and Kashmir,security,person,injured
2,0,0,2,baramulla,11/23/2010,Jammu and Kashmir,civilian,person,arrested
,1,,1,rajouri,11/23/2010,Jammu and Kashmir,terrorist,person,arrested
0,0,0,0,rajouri,11/23/2010,Jammu and Kashmir,civilian,person,killed
0,1,0,1,ukhrul,11/23/2010,Manipur,terrorist,person,arrested
0,5,0,5,vishakhapatnam,11/23/2010,Andhra Pradesh,terrorist,person,arrested
0,1,0,1,vishakhapatnam,11/23/2010,Andhra Pradesh,terrorist,person,arrested
2,0,0,2,mumbai,11/23/2010,,civilian,person,killed
0,20,0,20,dantewada,11/24/2010,,terrorist,person,killed
,,2,2,bijapur,11/24/2010,,security,person,killed
0,2,0,2,kanker,11/24/2010,,terrorist,person,arrested
,1,,1,chandel,11/24/2010,Manipur,terrorist,person,killed
0,2,0,2,bishnupur,11/24/2010,Manipur,civilian,person,arrested
,2,,2,imphal east,11/24/2010,Manipur,terrorist,person,arrested
0,1,0,1,imphal west,11/24/2010,Manipur,terrorist,person,arrested
0,2,0,2,chandel,11/24/2010,Manipur,terrorist,person,arrested
3,,,3,anantnag,11/24/2010,Jammu and Kashmir,civilian,person,injured
0,2,0,2,east singhbhum,11/24/2010,Jharkhand,terrorist,person,arrested
1,0,0,1,gadchiroli,11/25/2010,Maharashtra,civilian,person,killed
0,0,1,1,poonch,11/25/2010,Jammu and Kashmir,security,person,injured
0,1,0,1,pulwama,11/25/2010,Jammu and Kashmir,terrorist,person,arrested
3,0,0,3,vishakhapatnam,11/26/2010,Andhra Pradesh,civilian,person,killed
0,3,0,3,poonch,11/26/2010,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,kupwara,11/26/2010,Jammu and Kashmir,civilian,person,arrested
0,1,0,1,baramulla,11/26/2010,Jammu and Kashmir,civilian,person,arrested
0,2,0,2,kishtwar,11/26/2010,Jammu and Kashmir,terrorist,person,arrested
,2,,2,senapati,11/26/2010,Manipur,terrorist,person,arrested
1,1,0,1,chandel,11/26/2010,Manipur,civilian,person,killed
0,4,0,4,kanker,11/26/2010,,terrorist,person,arrested
0,1,0,1,bankura,11/26/2010,West Bengal,terrorist,person,arrested
1,0,0,1,mumbai,11/26/2010,,civilian,person,arrested
33,0,0,33,mumbai,11/26/2010,,civilian,person,killed
153,0,0,153,mumbai,11/26/2010,,civilian,person,injured
0,1,0,1,chandel,11/27/2010,Manipur,terrorist,person,arrested
0,1,0,1,imphal east,11/27/2010,Manipur,terrorist,person,arrested
,4,,4,warangal,11/27/2010,Andhra Pradesh,terrorist,person,arrested
1,0,0,1,jammu,11/27/2010,Jammu and Kashmir,security,person,arrested
0,2,0,2,ranchi,11/27/2010,Jharkhand,terrorist,person,surrendered
0,1,0,1,mumbai,11/27/2010,,civilian,person,arrested
0,1,0,1,budgam,11/27/2010,,civilian,person,arrested
0,1,0,1,tinsukia,11/28/2010,Assam,terrorist,person,surrendered
5,,,5,kandhamal,11/29/2010,Orissa,civilian,person,killed
0,2,0,2,doda,11/29/2010,Jammu and Kashmir,terrorist,person,killed
,1,,1,khunti,11/29/2010,Jharkhand,terrorist,person,arrested
,2,,2,aurangabad,11/29/2010,Bihar,terrorist,person,arrested
0,3,1,4,srinagar,11/30/2010,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,kupwara,11/30/2010,Jammu and Kashmir,terrorist,person,killed
1,0,1,2,gadchiroli,11/30/2010,Maharashtra,security,person,killed
,2,,2,imphal east,11/30/2010,Manipur,terrorist,person,arrested
,1,,1,bishnupur,11/30/2010,Manipur,terrorist,person,surrendered
,2,,2,thane,11/30/2010,Maharashtra,terrorist,person,arrested
0,3,0,3,munger,12/1/2010,Bihar,terrorist,person,killed
0,4,0,4,thoubal,12/1/2010,Manipur,civilian,person,arrested
0,1,0,1,chandel,12/1/2010,Manipur,civilian,person,surrendered
0,1,0,1,poonch,12/1/2010,Jammu and Kashmir,civilian,person,arrested
0,10,0,10,munger,12/2/2010,Bihar,terrorist,person,killed
0,0,1,1,thoubal,12/2/2010,Manipur,security,person,injured
1,0,0,1,warangal,12/3/2010,Andhra Pradesh,civilian,person,killed
,3,,3,imphal west,12/3/2010,Manipur,terrorist,person,arrested
0,1,0,1,ukhrul,12/3/2010,Manipur,terrorist,person,arrested
0,2,0,2,mayurbhanj,12/3/2010,Orissa,civilian,person,arrested
0,0,0,0,mayurbhanj,12/3/2010,Orissa,terrorist,person,arrested
0,1,0,1,udupi,12/3/2010,Karnataka,terrorist,person,arrested
0,2,0,2,ukhrul,12/4/2010,Manipur,terrorist,person,arrested
0,1,0,1,imphal east,12/4/2010,Manipur,terrorist,person,arrested
0,1,0,1,imphal west,12/4/2010,Manipur,civilian,person,arrested
0,1,0,1,kolkata,12/4/2010,West Bengal,terrorist,person,arrested
0,4,0,4,banka,12/6/2010,Bihar,terrorist,person,arrested
0,1,0,1,imphal west,12/6/2010,Manipur,terrorist,person,arrested
0,1,0,1,thoubal,12/6/2010,Manipur,terrorist,person,arrested
0,3,0,3,imphal west,12/6/2010,Manipur,terrorist,person,arrested
0,1,0,1,imphal west,12/6/2010,Manipur,terrorist,person,arrested
0,1,0,1,imphal west,12/6/2010,Manipur,public,person,arrested
0,1,0,1,baramulla,12/6/2010,Jammu and Kashmir,terrorist,person,arrested
0,1,0,1,kishtwar,12/6/2010,Jammu and Kashmir,civilian,person,arrested
0,0,0,0,kishtwar,12/6/2010,Jammu and Kashmir,terrorist,person,arrested
0,1,0,1,kishtwar,12/6/2010,Jammu and Kashmir,civilian,person,arrested
0,3,0,3,rajouri,12/6/2010,Jammu and Kashmir,terrorist,person,arrested
0,1,0,1,howrah,12/6/2010,West Bengal,terrorist,person,arrested
0,1,0,1,kolkata,12/6/2010,West Bengal,civilian,person,arrested
0,1,0,1,west midnapore,12/6/2010,West Bengal,terrorist,person,arrested
0,1,0,1,warangal,12/6/2010,Andhra Pradesh,civilian,person,arrested
0,1,0,1,west midnapore,12/7/2010,West Bengal,security,person,killed
5,0,0,5,imphal west,12/7/2010,Manipur,civilian,person,injured
0,2,0,2,imphal east,12/7/2010,Manipur,terrorist,person,arrested
0,1,0,1,sonitpur,12/7/2010,Assam,civilian,person,injured
0,1,0,1,ukhrul,12/8/2010,Assam,terrorist,person,arrested
,3,,3,imphal east,12/8/2010,Assam,terrorist,person,arrested
0,0,1,1,baramulla,12/8/2010,Jammu and Kashmir,security,person,injured
0,2,0,2,saran,12/8/2010,Bihar,terrorist,person,arrested
0,2,0,2,mumbai,12/8/2010,Maharashtra,terrorist,person,arrested
0,2,0,2,thane,12/8/2010,Maharashtra,terrorist,person,arrested
0,1,1,2,baramulla,12/9/2010,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,imphal west,12/9/2010,Assam,civilian,person,arrested
0,3,0,3,thoubal,12/9/2010,Assam,terrorist,person,arrested
0,1,0,1,imphal west,12/9/2010,Assam,terrorist,person,arrested
0,6,0,6,gaya,12/9/2010,Bihar,terrorist,person,arrested
,1,,1,garhwa,12/9/2010,Jharkhand,civilian,person,arrested
0,1,0,1,garhwa,12/9/2010,Jharkhand,terrorist,person,arrested
2,0,0,2,sundargarh,12/10/2010,Orissa,civilian,person,killed
1,0,0,1,birbhum,12/10/2010,West Bengal,terrorist,person,killed
0,5,0,5,west midnapore,12/10/2010,West Bengal,terrorist,person,arrested
0,1,0,1,west midnapore,12/10/2010,West Bengal,terrorist,person,arrested
0,1,0,1,hooghly,12/10/2010,West Bengal,terrorist,person,arrested
1,0,0,1,gumla,12/10/2010,Jharkhand,security,person,killed
4,0,0,4,cachar,12/10/2010,Assam,civilian,person,arrested
0,1,0,1,thoubal,12/10/2010,Manipur,terrorist,person,arrested
0,4,0,4,east garo hills,12/11/2010,Meghalaya,terrorist,person,killed
0,1,0,1,gadchiroli,12/11/2010,Maharashtra,civilian,person,killed
0,0,1,1,ganderbal,12/11/2010,Jammu and Kashmir,security,person,injured
0,6,0,6,imphal west,12/11/2010,Manipur,terrorist,person,arrested
0,1,0,1,warangal,12/11/2010,Andhra Pradesh,terrorist,person,arrested
0,1,0,1,warangal,12/11/2010,Andhra Pradesh,terrorist,person,surrendered
0,4,0,4,patna,12/11/2010,Bihar,terrorist,person,arrested
0,150,0,150,west midnapore,12/11/2010,West Bengal,civilian,person,arrested
2,0,0,2,west midnapore,12/13/2010,West Bengal,terrorist,person,killed
4,4,0,4,west midnapore,12/13/2010,West Bengal,terrorist,person,arrested
0,5,0,5,sundargarh,12/13/2010,Orissa,terrorist,person,arrested
0,3,0,3,sundargarh,12/13/2010,Orissa,terrorist,person,arrested
0,7,0,7,ranchi,12/13/2010,Jharkhand,terrorist,person,arrested
0,1,0,1,imphal east,12/13/2010,Manipur,terrorist,person,arrested
0,1,0,1,imphal east,12/13/2010,Manipur,terrorist,person,arrested
0,1,0,1,imphal west,12/13/2010,Manipur,terrorist,person,arrested
0,2,0,2,bishnupur,12/13/2010,Manipur,terrorist,person,arrested
0,2,0,2,imphal west,12/13/2010,Manipur,terrorist,person,arrested
,1,,1,jehanabad,12/13/2010,Bihar,terrorist,person,arrested
,2,,2,nagaon,12/13/2010,Assam,terrorist,person,arrested
0,1,0,1,dehradun,12/13/2010,,terrorist,person,arrested
0,1,0,1,kishtwar,12/13/2010,Jammu and Kashmir,terrorist,person,arrested
0,1,0,1,kishtwar,12/13/2010,Jammu and Kashmir,terrorist,person,arrested
0,2,0,2,aurangabad,12/14/2010,Bihar,civilian,person,arrested
0,6,0,6,kanker,12/14/2010,,terrorist,person,arrested
0,1,0,1,imphal east,12/14/2010,Manipur,terrorist,person,arrested
0,1,0,1,bishnupur,12/14/2010,Manipur,terrorist,person,arrested
0,1,0,1,murshidabad,12/14/2010,West Bengal,terrorist,person,arrested
0,1,0,1,hyderabad,12/14/2010,,civilian,person,arrested
7,0,2,9,pulwama,12/15/2010,Jammu and Kashmir,security,person,injured
0,5,0,5,rayagada,12/15/2010,Orissa,terrorist,person,arrested
0,3,0,3,ranchi,12/15/2010,Jharkhand,terrorist,person,arrested
0,1,0,1,east singhbhum,12/15/2010,Jharkhand,terrorist,person,arrested
0,2,0,2,kangra,12/16/2010,,terrorist,person,arrested
0,5,0,5,rayagada,12/16/2010,Orissa,terrorist,person,arrested
0,1,0,1,koraput,12/16/2010,Orissa,terrorist,person,arrested
,0,,0,kalahandi,12/16/2010,Orissa,civilian,person,arrested
2,0,0,2,simdega,12/17/2010,Jharkhand,civilian,person,killed
2,2,0,2,simdega,12/17/2010,Jharkhand,terrorist,person,injured
0,1,0,1,imphal west,12/17/2010,Manipur,terrorist,person,arrested
0,4,0,4,kolkata,12/17/2010,West Bengal,civilian,person,arrested
7,,,7,purulia,12/18/2010,West Bengal,civilian,person,killed
,4,,4,visakhapatnam,12/18/2010,Andhra Pradesh,terrorist,person,killed
0,2,0,2,doda,12/18/2010,Jammu and Kashmir,civilian,person,arrested
0,1,0,1,reasi,12/18/2010,Jammu and Kashmir,civilian,person,arrested
0,4,0,4,kokrajhar,12/18/2010,Assam,terrorist,person,arrested
0,4,0,4,katihar,12/19/2010,Bihar,terrorist,person,arrested
0,2,0,2,sundargarh,12/20/2010,Orissa,terrorist,person,killed
,1,1,2,khunti,12/20/2010,Jharkhand,terrorist,person,killed
0,4,0,4,palamau,12/20/2010,Jharkhand,terrorist,person,arrested
1,,,1,rohtas,12/20/2010,Bihar,civilian,person,killed
0,1,0,1,visakhapatnam,12/20/2010,Andhra Pradesh,terrorist,person,killed
0,2,0,2,west midnapore,12/20/2010,West Bengal,terrorist,person,arrested
0,9,0,9,pulwama,12/20/2010,,terrorist,person,arrested
4,0,0,4,pulwama,12/20/2010,,civilian,person,arrested
0,5,0,5,doda,12/20/2010,,civilian,person,arrested
0,2,0,2,kokrajhar,12/20/2010,Assam,terrorist,person,arrested
0,2,0,2,kokrajhar,12/20/2010,Assam,terrorist,person,arrested
0,1,0,1,thoubal,12/20/2010,Manipur,terrorist,person,arrested
0,1,0,1,ambedkar nagar,12/20/2010,Uttar Pradesh,terrorist,person,arrested
0,3,0,3,mayurbhanj,12/21/2010,Orissa,terrorist,person,arrested
91,0,0,91,naworangpur,12/21/2010,Orissa,civilian,person,killed
0,1,0,1,doda,12/21/2010,Jammu and Kashmir,terrorist,person,arrested
0,0,1,1,ramban,12/21/2010,Jammu and Kashmir,security,person,killed
0,3,0,3,imphal east,12/21/2010,Manipur,terrorist,person,arrested
0,0,4,4,gadchiroli,12/22/2010,Maharashtra,security,person,killed
7,,,7,gadchiroli,12/22/2010,Maharashtra,civilian,person,injured
1,,,1,dantewada,12/22/2010,,civilian,person,killed
0,1,0,1,jammu,12/22/2010,Jammu and Kashmir,civilian,person,killed
1,1,0,1,thoubal,12/22/2010,Manipur,civilian,person,arrested
0,2,0,2,imphal west,12/22/2010,Manipur,terrorist,person,arrested
0,1,0,1,ghaziabad,12/22/2010,Uttar Pradesh,civilian,person,arrested
,1,,1,hyderabad,12/22/2010,,civilian,person,arrested
1,0,0,1,aurangabad,12/23/2010,Bihar,civilian,person,killed
0,0,0,0,west midnapore,12/23/2010,West Bengal,civilian,person,killed
0,0,0,0,west midnapore,12/23/2010,West Bengal,civilian,person,injured
0,2,0,2,thoubal,12/23/2010,Manipur,terrorist,person,arrested
0,2,0,2,imphal west,12/23/2010,Manipur,terrorist,person,arrested
0,1,0,1,imphal east,12/23/2010,Manipur,terrorist,person,arrested
,1,,1,baramulla,12/24/2010,Jammu and Kashmir,terrorist,person,killed
0,4,0,4,pulwama,12/24/2010,Jammu and Kashmir,terrorist,person,arrested
1,0,0,1,ranchi,12/24/2010,Jharkhand,civilian,person,arrested
0,1,0,1,kokrajhar,12/24/2010,Assam,terrorist,person,arrested
79,0,0,79,west midnapore,12/24/2010,,civilian,person,killed
2,0,0,2,west midnapore,12/25/2010,West Bengal,terrorist,person,killed
0,2,0,2,west midnapore,12/25/2010,West Bengal,civilian,person,killed
0,2,0,2,bankura,12/25/2010,West Bengal,terrorist,person,arrested
0,3,0,3,koraput,12/25/2010,Orissa,terrorist,person,killed
0,0,2,2,godda,12/26/2010,Jharkhand,security,person,killed
0,0,1,1,west singhbhum,12/26/2010,Jharkhand,security,person,killed
0,0,2,2,giridih,12/26/2010,Jharkhand,security,person,injured
1,0,0,1,gadchiroli,12/26/2010,Maharashtra,civilian,person,killed
0,1,0,1,aurangabad,12/26/2010,Bihar,terrorist,person,arrested
1,0,0,1,imphal west,12/27/2010,Manipur,civilian,person,killed
0,0,1,1,dantewada,12/27/2010,,security,person,killed
0,1,0,1,kupwara,12/27/2010,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,doda,12/27/2010,Jammu and Kashmir,terrorist,person,arrested
0,6,0,6,gaya,12/27/2010,Bihar,terrorist,person,arrested
0,1,0,1,doda,12/28/2010,Jammu and Kashmir,terrorist,person,killed
0,5,0,5,gondia,12/28/2010,Maharashtra,terrorist,person,arrested
0,1,0,1,chandrapur,12/28/2010,Maharashtra,terrorist,person,arrested
0,3,0,3,bishenpur,12/28/2010,Manipur,terrorist,person,arrested
0,2,0,2,ranchi,12/28/2010,Jharkhand,terrorist,person,arrested
1,0,0,1,gadchiroli,12/29/2010,Maharashtra,civilian,person,killed
0,1,0,1,palamu,12/29/2010,Jharkhand,terrorist,person,killed
0,1,0,1,baramulla,12/29/2010,Jammu and Kashmir,terrorist,person,arrested
51,0,0,51,doda,12/29/2010,Jammu and Kashmir,civilian,person,killed
,1,,1,tamenglong,12/29/2010,Manipur,terrorist,person,arrested
0,2,0,2,chandrapur,12/30/2010,Maharashtra,terrorist,person,arrested
0,5,0,5,kohima,12/30/2010,Nagaland,terrorist,person,arrested
0,1,0,1,rayagada,12/30/2010,Orissa,terrorist,person,arrested
0,0,1,1,rayagada,12/31/2010,Orissa,civilian,person,injured
0,1,0,1,bargarh,1/1/2011,Orissa,terrorist,person,killed
0,5,0,5,jajpur,1/2/2011,Orissa,terrorist,person,killed
0,1,2,3,ukhrul,1/3/2011,Manipur,terrorist,person,killed
,3,,3,west midnapore,1/3/2011,West Bengal,terrorist,person,arrested
0,3,0,3,west midnapore,1/3/2011,West Bengal,civilian,person,arrested
0,2,0,2,jammu,1/3/2011,,terrorist,person,arrested
1,0,0,1,poonch,1/3/2011,Jammu and Kashmir,terrorist,person,arrested
,1,,1,doda,1/3/2011,Jammu and Kashmir,terrorist,person,arrested
0,5,0,5,north tripura,1/3/2011,Tripura,security,person,surrendered
0,2,0,2,doda,1/3/2011,,terrorist,person,arrested
0,2,0,2,dehradun,1/3/2011,,terrorist,person,arrested
0,2,0,2,narayanpur,1/5/2011,,terrorist,person,killed
1,0,0,1,kandhamal,1/5/2011,Orissa,civilian,person,killed
0,4,0,4,west midnapore,1/5/2011,West Bengal,terrorist,person,arrested
0,4,0,4,west midnapore,1/5/2011,West Bengal,civilian,person,arrested
,,,14,garwah,1/5/2011,Jharkhand,terrorist,person,arrested
0,1,0,1,wardha,1/6/2011,Maharashtra,civilian,person,arrested
0,2,0,2,gondia,1/6/2011,Maharashtra,terrorist,person,arrested
,1,,1,west midnapore,1/6/2011,West Bengal,civilian,person,arrested
148,0,0,148,west midnapore,1/6/2011,West Bengal,civilian,person,killed
1,0,0,1,khunti,1/7/2011,Jharkhand,civilian,person,killed
0,1,0,1,dimapur,1/7/2011,Nagaland,terrorist,person,arrested
1,0,0,1,gumla,1/8/2011,Jharkhand,civilian,person,killed
148,0,0,148,west midnapore,1/8/2011,West Bengal,civilian,person,killed
0,1,0,1,doda,1/8/2011,Jammu and Kashmir,civilian,person,arrested
0,3,0,3,hazaribagh,1/10/2011,Jharkhand,terrorist,person,killed
0,3,0,3,hazaribagh,1/10/2011,Jharkhand,terrorist,person,killed
1,0,0,1,west midnapore,1/10/2011,West Bengal,civilian,person,killed
0,4,0,4,aurangabad,1/10/2011,Bihar,terrorist,person,arrested
0,4,0,4,east garo hills,1/10/2011,Meghalaya,terrorist,person,arrested
0,5,0,5,simdega,1/11/2011,Jharkhand,terrorist,person,arrested
0,2,0,2,cuttack,1/11/2011,Orissa,civilian,person,injured
0,9,0,9,rayagada,1/11/2011,,civilian,person,killed
1,,2,3,koraput,1/12/2011,Orissa,civilian,person,injured
0,9,0,9,kandhamal,1/12/2011,Orissa,terrorist,person,killed
0,6,0,6,sundergarh,1/12/2011,Orissa,terrorist,person,arrested
0,6,0,6,sundergarh,1/12/2011,Orissa,civilian,person,arrested
0,2,0,2,thoubal,1/12/2011,Manipur,terrorist,person,arrested
,1,,1,imphal west,1/12/2011,Manipur,civilian,person,arrested
